arasz,arasznyian,2,NOUN[QUANTITY]|NUM[AGGREG]
bolygó,bolygónyian,1,NOUN[QUANTITY]|NUM[AGGREG]
milliárd,milliárdnyian,4,NUM[QUANTITY]|NUM[AGGREG]
százmillió,százmilliónyian,1,NOUN[QUANTITY]|NUM[AGGREG]
rege,regényien,3,NOUN[QUANTITY]|NUM[AGGREG]
fő,főnyien,10,NOUN[QUANTITY]|NUM[AGGREG]
csapat,csapatnyian,1,NOUN[QUANTITY]|NUM[AGGREG]
tucat,tucatnyian,18,NOUN[QUANTITY]|NUM[AGGREG]
miriád,miriádnyian,2,NUM[QUANTITY]|NUM[AGGREG]
százalék,százaléknyian,9,NOUN[QUANTITY]|NUM[AGGREG]
árnyalat,árnyalatnyian,2,NOUN[QUANTITY]|NUM[AGGREG]
sereg,seregnyien,1,NOUN[QUANTITY]|NUM[AGGREG]
meny,menynyien,5,NOUN[QUANTITY]|NUM[AGGREG]
marok,maroknyian,24,NOUN[QUANTITY]|NUM[AGGREG]
eszme,eszményien,44,NOUN[QUANTITY]|NUM[AGGREG]
szakasz,szakasznyian,1,NOUN[QUANTITY]|NUM[AGGREG]
egyharmad,egyharmadnyian,7,NUM[QUANTITY]|NUM[AGGREG]
végtelen,végtelennyien,1,NOUN[QUANTITY]|NUM[AGGREG]
kétharmad,kétharmadnyian,5,NUM[QUANTITY]|NUM[AGGREG]
ezer,ezernyien,4,NUM[QUANTITY]|NUM[AGGREG]
ember,embernyien,2,NOUN[QUANTITY]|NUM[AGGREG]
lélegzetvétel,lélegzetvételnyien,2,NOUN[QUANTITY]|NUM[AGGREG]
millió,milliónyian,8,NUM[QUANTITY]|NUM[AGGREG]
légió,légiónyian,1,NOUN[QUANTITY]|NUM[AGGREG]
busz,busznyian,1,NOUN[QUANTITY]|NUM[AGGREG]
porszem,porszemnyien,1,NOUN[QUANTITY]|NUM[AGGREG]
